Age,Gender,Location,Monthly_Bill,Total_Usage_GB,Churn,year,month
66,Male,Houston,91.88,107,0,1,9
55,Male,Los Angeles,39.3,110,0,1,10
40,Female,Houston,87.53,97,1,0,6
20,Female,New York,74.54,481,0,0,1
31,Male,Chicago,97.44,233,0,1,4
32,Male,New York,90.98,311,0,2,0
23,Female,Miami,64.39,84,1,0,5
68,Male,Los Angeles,31.0,75,0,0,4
37,Female,New York,39.69,429,1,0,2
22,Female,Chicago,35.13,208,1,1,6
50,Female,Miami,67.46,377,1,1,7
30,Female,New York,31.05,120,0,0,9
23,Male,Los Angeles,55.36,149,1,2,0
19,Male,New York,36.4,451,0,1,7
23,Female,Miami,66.8,424,0,0,4
34,Female,Miami,64.46,312,1,1,7
47,Male,Houston,71.39,136,0,1,9
65,Male,New York,59.24,299,0,0,1
22,Female,Houston,55.51,183,0,1,6
70,Male,Houston,58.17,153,1,1,10
18,Male,Los Angeles,65.43,453,0,1,6
59,Female,Los Angeles,81.8,160,1,0,9
68,Male,Miami,87.87,126,1,1,0
34,Male,Los Angeles,77.19,256,1,0,11
30,Female,Miami,79.61,264,1,0,11
46,Female,Los Angeles,89.67,336,0,0,1
65,Female,Chicago,93.02,74,0,1,8
25,Female,Houston,51.73,201,1,1,9
41,Male,Los Angeles,32.44,391,0,0,4
58,Male,Chicago,85.11,259,1,0,9
57,Male,Los Angeles,57.79,263,1,0,5
69,Male,Miami,54.14,113,1,0,6
66,Male,Miami,43.1,462,1,1,10
22,Male,Chicago,80.93,120,0,0,10
42,Female,Los Angeles,99.38,457,0,1,5
37,Female,Los Angeles,78.87,65,0,1,6
53,Male,Houston,42.32,239,1,1,7
34,Female,New York,42.05,476,0,0,4
34,Male,Miami,85.86,381,1,1,10
20,Male,Miami,69.37,327,0,1,6
67,Male,Los Angeles,82.97,220,1,1,9
36,Male,New York,32.68,68,1,0,10
19,Male,Miami,53.83,347,0,0,6
37,Male,Houston,66.85,419,0,2,0
32,Female,Los Angeles,68.87,267,1,2,0
28,Female,Miami,43.5,388,1,1,1
42,Male,Houston,92.45,148,0,0,5
36,Female,Houston,31.59,386,1,1,0
61,Male,Houston,97.77,201,0,1,8
36,Male,Miami,58.25,245,0,1,6
30,Male,Miami,32.4,165,1,1,6
45,Female,Miami,96.48,224,0,0,2
28,Male,Houston,30.52,388,0,0,11
45,Male,New York,34.86,481,0,0,9
44,Male,Miami,45.81,456,0,0,4
34,Male,Chicago,72.9,304,1,1,6
54,Male,Los Angeles,88.06,472,1,1,0
38,Female,Los Angeles,39.29,344,1,1,10
32,Male,Chicago,81.17,156,0,0,9
18,Male,Chicago,49.11,494,0,2,0
25,Female,New York,36.32,371,0,1,11
68,Male,Los Angeles,63.34,286,0,0,8
56,Male,New York,55.9,272,0,2,0
28,Male,New York,59.42,448,0,0,2
56,Male,Los Angeles,50.0,275,1,0,7
45,Female,Chicago,70.91,428,0,0,4
53,Female,Miami,88.02,329,0,0,10
47,Male,Chicago,66.67,252,0,1,9
21,Female,Los Angeles,32.3,332,1,0,7
69,Male,Houston,88.44,58,0,1,7
34,Female,New York,70.5,311,1,1,9
38,Female,Houston,63.01,75,0,1,4
20,Female,Los Angeles,85.72,75,1,0,7
70,Male,New York,34.56,151,1,0,11
27,Male,Houston,52.23,82,1,0,11
32,Male,New York,30.13,124,1,0,4
30,Female,Chicago,64.37,236,0,0,5
30,Female,Chicago,51.64,469,1,2,0
20,Female,Los Angeles,88.13,274,0,1,0
21,Female,Houston,30.9,81,0,1,5
21,Male,Houston,86.51,193,0,0,6
36,Male,Houston,38.22,382,1,0,6
47,Female,New York,66.79,272,1,0,4
49,Male,New York,53.91,341,1,1,7
22,Male,Miami,63.12,346,0,1,4
43,Male,Los Angeles,62.07,112,1,0,11
34,Male,Chicago,51.71,182,1,1,6
18,Male,Houston,74.91,437,1,1,7
37,Male,Los Angeles,76.41,164,1,0,4
45,Female,Los Angeles,37.51,260,0,1,10
52,Male,Los Angeles,88.31,344,1,0,7
63,Male,Chicago,50.2,93,1,0,11
64,Female,Los Angeles,30.45,454,1,1,9
42,Male,Los Angeles,37.46,352,0,1,9
52,Male,Chicago,33.31,91,0,1,2
30,Female,Miami,77.13,111,1,0,9
26,Female,Los Angeles,57.59,425,1,0,9
49,Female,Chicago,74.26,398,0,1,4
34,Male,Chicago,31.2,232,0,0,1
21,Male,Los Angeles,91.11,411,1,1,4
69,Male,New York,81.75,126,0,0,10
51,Male,Houston,97.45,177,1,1,2
56,Female,Los Angeles,41.65,178,0,1,1
44,Female,Houston,96.39,381,1,0,5
53,Male,New York,70.29,116,1,1,5
28,Male,New York,38.88,346,0,1,11
54,Female,Chicago,78.85,173,1,1,4
68,Male,Miami,43.26,117,0,0,10
33,Female,Houston,66.41,489,1,0,3
43,Female,Los Angeles,42.44,367,0,0,7
49,Male,Houston,50.21,146,1,0,10
61,Male,Chicago,77.54,371,0,0,11
50,Male,Los Angeles,63.49,208,0,0,8
48,Female,New York,54.39,365,0,0,5
30,Female,Chicago,64.64,417,1,0,10
19,Female,Miami,98.97,262,0,1,4
70,Female,Houston,89.31,103,0,1,7
20,Male,New York,61.44,402,0,0,7
35,Male,Miami,70.87,89,0,1,11
69,Female,Miami,35.77,115,1,1,6
47,Female,Los Angeles,42.08,402,1,1,9
59,Male,New York,41.11,145,0,1,1
39,Female,Miami,61.56,322,1,1,1
64,Male,Miami,68.8,195,1,1,5
38,Female,Chicago,75.75,76,0,0,2
29,Male,Los Angeles,97.59,255,1,0,6
33,Female,New York,58.74,62,0,1,9
20,Female,Miami,98.65,343,1,1,2
28,Female,New York,73.25,67,0,0,11
34,Male,Chicago,67.49,239,0,0,9
52,Male,Los Angeles,98.92,386,0,0,2
44,Female,Miami,53.08,55,0,1,5
57,Male,Miami,68.74,108,0,0,5
29,Male,Houston,85.18,174,0,1,4
20,Male,Miami,81.06,216,0,1,4
56,Male,Chicago,76.76,125,0,1,4
47,Male,Houston,49.51,159,1,0,6
47,Male,Los Angeles,72.4,375,1,0,7
22,Male,New York,33.47,294,0,1,3
40,Female,Houston,44.37,80,1,0,10
65,Female,Miami,96.68,169,1,1,4
34,Male,New York,92.77,382,0,1,3
46,Male,Chicago,43.75,227,1,1,0
40,Female,Los Angeles,69.08,91,0,1,4
28,Female,Los Angeles,53.14,98,1,1,7
62,Female,Houston,31.11,301,1,1,10
46,Female,New York,96.71,202,0,0,3
37,Female,Los Angeles,51.08,180,0,1,4
47,Female,Chicago,81.92,328,0,1,7
32,Female,Miami,43.67,198,1,1,5
58,Male,New York,94.51,257,0,0,6
51,Male,Chicago,52.29,257,1,0,11
18,Female,New York,88.13,472,0,1,6
53,Male,New York,31.23,288,0,1,4
18,Male,Chicago,62.75,111,0,1,4
22,Male,Miami,70.85,276,0,1,8
47,Female,Miami,40.28,121,0,1,0
35,Male,Houston,75.62,94,1,1,6
37,Male,New York,43.86,219,0,1,4
18,Female,Houston,84.74,154,1,0,4
27,Female,Miami,33.13,338,1,2,0
53,Female,Miami,32.89,117,0,0,11
41,Male,Miami,85.81,158,1,0,7
25,Female,Los Angeles,37.36,271,0,0,1
32,Male,New York,74.24,72,0,1,8
67,Female,New York,42.32,370,0,1,1
27,Male,New York,65.55,127,0,1,11
44,Female,Houston,32.2,286,0,1,5
24,Female,Miami,69.37,303,1,0,4
57,Male,Chicago,52.18,275,1,0,10
20,Female,Houston,67.37,380,1,0,2
59,Male,Miami,41.8,417,0,0,11
32,Female,Chicago,60.11,71,0,0,6
20,Male,Miami,90.19,155,1,0,3
22,Female,Houston,50.14,437,0,1,6
46,Female,Chicago,92.05,366,0,2,0
23,Female,Houston,63.25,418,1,0,7
42,Male,Houston,47.14,378,1,1,7
58,Female,New York,41.56,115,0,0,7
32,Male,Miami,39.4,359,1,0,1
46,Female,Chicago,69.07,175,0,0,10
32,Female,New York,45.84,417,0,1,11
61,Male,Chicago,50.07,430,0,1,8
55,Male,New York,57.79,375,0,0,9
21,Male,Miami,82.74,80,0,0,6
44,Male,Los Angeles,89.85,209,0,1,2
36,Female,Los Angeles,65.27,141,1,1,0
30,Female,New York,81.19,171,0,1,11
63,Male,Los Angeles,48.06,320,0,0,6
67,Female,New York,60.36,473,0,1,8
60,Female,Chicago,67.86,227,1,0,10
62,Female,New York,39.45,158,0,0,11
50,Female,Miami,72.53,213,0,1,0
51,Female,New York,62.69,441,0,1,11
20,Male,New York,36.76,416,0,2,0
52,Female,Miami,30.8,280,1,1,4
41,Male,Los Angeles,70.83,147,0,1,6
59,Female,Miami,97.55,153,0,0,9
22,Male,Chicago,55.22,465,0,0,2
61,Female,New York,84.7,350,0,1,5
27,Female,Houston,98.21,384,1,0,5
29,Male,Miami,44.34,112,1,0,6
53,Female,Los Angeles,58.65,325,1,2,0
29,Female,Miami,63.47,477,0,1,5
24,Male,Miami,70.65,383,0,0,5
65,Female,New York,55.9,488,1,1,7
42,Male,Chicago,30.33,110,1,1,10
49,Female,Miami,85.62,327,1,0,1
63,Male,Chicago,38.02,475,0,0,3
34,Male,Chicago,37.34,192,0,0,3
43,Male,Miami,63.92,402,0,0,3
32,Female,Houston,51.72,428,1,0,6
29,Female,Miami,77.52,357,1,1,3
36,Female,Miami,65.29,358,0,1,7
32,Male,Houston,82.13,64,0,1,2
64,Male,Houston,30.75,93,0,1,0
64,Male,New York,60.48,274,0,0,2
21,Male,Miami,83.42,253,1,1,3
22,Male,Los Angeles,89.72,452,1,0,1
33,Male,Houston,71.21,383,0,0,1
61,Female,Los Angeles,86.8,278,1,0,4
59,Male,Miami,71.99,400,1,0,3
43,Male,Chicago,60.12,202,0,1,1
20,Male,Los Angeles,58.53,99,1,0,6
66,Female,Houston,93.41,58,0,1,5
33,Female,New York,70.97,472,0,1,2
37,Female,Los Angeles,47.61,274,0,0,9
19,Female,New York,95.63,169,0,1,5
55,Male,Houston,88.02,314,1,1,3
25,Female,Chicago,78.63,272,1,0,6
65,Female,Chicago,72.95,66,0,1,4
18,Male,Miami,35.39,59,1,0,5
57,Male,Miami,74.0,499,1,0,9
39,Female,Chicago,75.83,285,0,1,8
30,Male,Miami,45.68,403,0,1,4
52,Female,Los Angeles,70.44,76,0,0,3
28,Female,Houston,99.58,268,0,1,2
38,Male,Houston,92.75,481,1,0,7
34,Male,Miami,31.47,102,0,2,0
35,Male,Los Angeles,52.67,104,0,2,0
64,Male,Houston,93.71,426,1,1,2
54,Female,Chicago,53.41,317,1,2,0
33,Female,Houston,35.54,234,0,1,0
39,Male,Los Angeles,37.49,148,0,0,9
45,Female,Chicago,55.79,285,0,1,7
46,Female,Miami,39.05,241,0,0,11
58,Male,Chicago,32.25,183,0,0,2
33,Female,Houston,40.34,59,1,1,9
66,Female,Houston,87.69,59,1,0,4
21,Female,New York,84.38,293,1,0,10
64,Male,Houston,31.85,53,1,0,7
51,Male,Chicago,50.8,360,1,1,4
32,Female,New York,98.49,156,0,2,0
40,Male,New York,80.01,269,1,1,5
21,Male,New York,84.54,430,0,1,6
21,Male,Miami,49.02,177,1,1,11
21,Male,New York,81.6,297,0,0,8
33,Female,Chicago,55.02,166,1,1,5
34,Male,Miami,87.43,271,1,1,10
23,Female,Miami,78.86,406,1,1,1
36,Female,Chicago,74.45,172,0,0,10
57,Male,Chicago,32.45,74,0,1,10
27,Female,New York,59.43,56,1,0,6
49,Male,New York,76.6,263,1,1,1
20,Male,Miami,42.26,127,1,0,5
63,Female,Los Angeles,55.96,483,1,1,1
58,Male,Houston,39.67,358,0,1,4
34,Male,Houston,30.72,73,0,1,5
27,Female,New York,97.9,449,0,1,3
36,Female,Houston,68.62,499,0,0,10
34,Male,Chicago,66.4,434,0,0,9
42,Male,Los Angeles,35.14,454,1,1,5
58,Male,Los Angeles,46.15,170,1,1,6
34,Male,Miami,40.18,427,1,0,10
62,Female,Miami,50.8,396,1,0,10
52,Female,Chicago,51.62,261,0,1,10
44,Female,New York,61.59,451,0,1,2
33,Female,Chicago,87.73,193,0,1,5
56,Female,Los Angeles,57.02,482,0,0,7
25,Female,Los Angeles,98.73,298,0,1,0
48,Male,New York,44.41,500,0,2,0
24,Male,Houston,54.47,263,0,1,9
70,Male,Chicago,41.94,148,1,0,6
55,Male,Houston,82.93,235,1,0,11
59,Female,Los Angeles,51.68,188,0,1,2
28,Male,Los Angeles,47.03,220,0,0,8
48,Male,Houston,98.19,437,1,0,2
23,Female,Chicago,51.93,468,1,2,0
22,Male,Houston,89.75,200,0,1,5
24,Male,Chicago,64.07,351,1,1,2
30,Male,Houston,53.54,177,1,0,5
42,Male,New York,74.13,469,1,1,7
49,Male,Chicago,57.5,136,0,0,5
36,Male,Houston,92.65,226,0,1,10
44,Female,Houston,39.69,74,0,0,5
54,Female,Chicago,71.91,490,0,1,2
62,Male,Chicago,37.74,360,1,1,8
35,Female,New York,32.74,418,1,0,4
63,Female,Los Angeles,74.38,322,0,0,3
26,Male,New York,88.2,345,0,1,5
35,Female,Houston,84.43,172,1,1,8
63,Female,New York,46.47,424,1,1,10
39,Female,Chicago,69.98,224,0,0,5
55,Female,Chicago,53.49,387,0,0,2
41,Female,Miami,80.27,128,1,1,0
26,Female,New York,45.79,122,1,1,5
43,Male,Chicago,69.15,128,0,0,10
58,Male,New York,76.75,310,0,1,10
44,Male,Chicago,32.68,118,1,1,3
29,Male,Houston,80.18,169,1,0,1
58,Female,Miami,82.41,294,1,0,11
58,Male,Miami,57.86,358,0,1,9
60,Female,Houston,87.13,151,0,1,10
50,Male,Chicago,69.98,78,1,0,5
25,Female,Houston,63.31,399,1,1,9
51,Male,Los Angeles,30.42,103,1,0,5
26,Female,Miami,69.13,175,0,0,7
25,Female,Miami,78.85,497,0,0,10
40,Female,Houston,42.94,168,0,1,5
37,Female,Los Angeles,72.86,309,1,1,5
68,Female,Chicago,71.49,354,0,0,10
61,Female,Houston,49.52,116,1,0,2
53,Male,Los Angeles,83.69,91,1,1,6
66,Female,Miami,34.96,476,0,1,8
70,Male,New York,49.81,491,1,1,3
52,Male,Los Angeles,72.13,331,1,1,1
22,Female,New York,35.78,281,1,1,8
19,Male,Los Angeles,86.92,339,0,1,11
51,Female,Chicago,75.74,394,0,1,5
25,Male,Chicago,86.26,103,1,1,0
39,Female,Chicago,59.71,117,0,1,11
45,Female,Chicago,93.87,89,0,0,3
51,Female,Chicago,85.53,351,1,0,9
41,Female,Los Angeles,39.25,443,1,0,11
26,Female,New York,55.9,85,1,1,2
40,Male,New York,67.08,151,1,1,1
21,Male,Los Angeles,85.44,206,1,1,4
61,Female,Miami,76.86,344,0,0,10
54,Male,Miami,62.74,385,0,2,0
58,Female,Los Angeles,85.48,226,1,0,8
40,Male,New York,34.93,54,1,0,5
69,Female,New York,86.45,60,0,0,9
31,Male,Chicago,64.1,484,1,0,11
24,Female,Miami,95.09,349,0,0,5
30,Female,Chicago,76.56,437,1,1,0
69,Female,Houston,34.93,86,0,1,2
46,Female,Miami,39.89,56,1,1,8
53,Male,Miami,43.74,125,0,2,0
68,Male,Chicago,59.9,113,1,1,2
55,Female,New York,53.15,72,1,1,9
50,Male,Miami,32.42,360,1,0,9
35,Female,Chicago,71.25,81,1,0,4
66,Female,Chicago,70.41,84,0,1,7
63,Female,New York,72.29,459,1,2,0
25,Female,Miami,69.44,70,1,0,11
68,Male,Los Angeles,54.68,245,0,0,10
50,Female,Los Angeles,98.28,337,0,1,2
43,Male,Miami,70.57,242,1,0,1
70,Male,Houston,57.3,236,0,0,9
24,Female,Chicago,58.43,118,1,0,1
22,Female,Houston,86.87,84,0,1,5
65,Male,Houston,99.58,117,1,0,7
27,Female,Chicago,74.98,193,0,0,7
35,Male,New York,96.69,371,1,0,6
69,Male,Miami,78.27,100,1,1,2
29,Male,Los Angeles,55.11,277,0,1,5
20,Male,Houston,57.6,436,1,0,5
61,Female,Chicago,85.34,102,1,1,3
69,Male,Chicago,71.05,453,1,0,7
63,Male,Los Angeles,84.27,183,0,1,6
60,Male,Chicago,88.99,445,0,0,5
63,Male,Houston,99.57,278,0,0,4
70,Male,Los Angeles,94.6,325,1,1,8
42,Male,Los Angeles,85.88,418,1,1,1
22,Male,Chicago,40.4,173,0,1,3
63,Male,Los Angeles,56.53,88,1,1,9
30,Male,Los Angeles,36.6,350,0,1,3
26,Female,Chicago,64.58,200,1,1,8
42,Male,New York,45.97,156,0,0,11
50,Female,New York,40.98,490,0,1,7
40,Male,Chicago,65.61,412,0,1,6
69,Male,Los Angeles,62.93,162,1,1,10
53,Female,Chicago,79.99,186,0,1,6
66,Female,New York,61.65,78,0,1,5
40,Male,New York,33.56,172,1,0,2
32,Female,Los Angeles,87.46,284,1,2,0
59,Female,Chicago,82.76,304,0,1,7
55,Male,New York,51.17,208,1,0,1
25,Male,Los Angeles,50.97,80,1,1,4
36,Male,New York,65.16,90,1,0,8
27,Male,New York,60.22,323,1,1,5
36,Male,Houston,55.7,105,1,0,5
25,Female,New York,77.08,452,0,1,5
36,Female,Miami,60.84,481,1,0,9
58,Male,New York,99.49,240,0,1,2
69,Female,Los Angeles,61.21,468,1,1,1
67,Female,Houston,43.93,439,1,0,4
33,Female,Houston,64.61,461,1,0,9
23,Female,Los Angeles,61.82,374,1,1,9
30,Female,Los Angeles,44.71,378,0,0,8
24,Male,Miami,31.56,473,0,1,8
58,Female,Houston,39.59,491,1,1,3
34,Female,Miami,76.34,302,1,0,1
37,Male,Los Angeles,69.82,133,0,0,3
65,Female,Houston,69.51,328,0,1,2
39,Female,Miami,92.92,239,1,1,1
70,Male,Los Angeles,50.49,390,0,1,6
22,Male,Chicago,70.88,85,0,1,2
61,Male,Miami,69.85,189,0,2,0
19,Female,Chicago,36.0,96,1,0,8
53,Male,Houston,42.3,117,1,1,7
70,Male,Chicago,75.4,393,1,1,0
34,Female,Houston,61.13,449,1,1,8
65,Female,Houston,69.12,151,0,1,10
67,Male,Chicago,50.01,192,0,1,1
61,Male,Los Angeles,94.9,94,1,0,3
18,Male,Miami,59.21,347,1,0,9
40,Female,Chicago,64.19,58,1,1,3
25,Female,Chicago,56.22,142,0,0,1
23,Male,Houston,59.56,190,1,0,8
53,Female,Houston,93.52,477,0,1,11
49,Female,Chicago,36.75,219,0,0,5
40,Male,Chicago,42.77,63,0,0,11
34,Female,Chicago,70.41,105,1,1,8
31,Female,Chicago,99.4,361,1,0,11
60,Female,New York,54.34,111,0,1,1
33,Male,Miami,89.32,359,0,0,5
25,Female,Los Angeles,32.92,210,0,1,3
68,Female,Chicago,48.98,192,1,1,4
59,Female,Chicago,43.06,304,0,0,5
60,Female,New York,51.3,365,1,0,2
57,Female,Chicago,42.81,362,0,0,10
50,Male,Miami,83.22,183,1,1,1
19,Male,New York,57.25,206,1,0,4
41,Male,Miami,82.07,373,0,0,9
51,Male,Los Angeles,83.22,140,0,0,3
37,Male,Houston,36.32,243,0,1,7
40,Male,New York,58.05,399,0,0,4
30,Female,New York,91.81,340,0,0,10
19,Male,New York,66.69,422,1,0,3
33,Male,Houston,80.83,244,1,1,10
50,Female,Los Angeles,33.38,206,0,0,11
51,Female,Houston,37.72,245,1,0,8
56,Male,New York,57.01,483,1,1,11
27,Female,Chicago,65.1,260,1,1,3
50,Male,New York,52.89,334,0,1,5
54,Male,Houston,65.44,431,0,1,9
59,Male,Los Angeles,61.51,447,1,1,1
50,Male,Chicago,47.15,267,0,0,11
32,Female,Houston,50.4,125,0,1,3
56,Female,Miami,71.91,149,1,0,6
20,Male,Miami,35.95,385,0,1,11
57,Female,Miami,50.82,417,0,1,2
64,Female,Houston,41.08,316,0,2,0
26,Male,New York,93.76,119,1,1,6
51,Female,New York,99.37,215,0,0,8
43,Female,Chicago,79.75,133,0,1,10
38,Female,Houston,61.11,300,1,0,6
21,Male,Miami,51.97,382,1,1,10
28,Female,Chicago,91.77,495,1,0,8
56,Female,Los Angeles,36.3,249,0,0,10
53,Female,Miami,97.34,227,1,0,9
36,Female,Miami,45.65,345,1,1,4
55,Male,Chicago,81.8,66,1,0,3
24,Male,Los Angeles,32.67,163,0,0,3
37,Male,Los Angeles,36.79,292,0,1,5
20,Male,Los Angeles,51.81,57,1,1,5
69,Male,Miami,86.18,240,1,0,6
26,Female,Los Angeles,35.22,270,0,0,6
67,Male,Chicago,48.72,170,0,1,2
20,Male,Chicago,55.64,365,1,0,9
48,Female,Chicago,35.76,439,0,1,6
54,Male,Chicago,67.6,161,0,0,2
38,Female,Houston,43.61,228,1,0,7
55,Male,New York,72.01,230,0,1,0
19,Male,Houston,79.97,233,0,0,5
26,Female,New York,53.74,218,0,1,4
66,Male,Houston,82.1,105,1,1,10
38,Female,Los Angeles,68.16,82,0,0,11
69,Male,Chicago,68.05,186,1,0,10
22,Male,Chicago,63.13,92,0,0,6
54,Male,Los Angeles,94.41,118,1,0,5
60,Female,Miami,99.96,109,1,1,0
60,Male,Houston,87.46,481,1,1,0
20,Female,Los Angeles,64.21,375,0,0,4
65,Female,Houston,68.96,307,1,0,2
24,Male,Houston,88.01,230,1,0,1
52,Female,Chicago,76.85,106,1,0,1
50,Female,Miami,70.89,410,1,0,7
18,Female,New York,89.03,424,0,1,6
52,Male,New York,69.24,379,0,0,1
41,Male,Miami,38.96,168,0,1,6
37,Female,Houston,87.01,296,1,1,3
31,Male,New York,80.79,145,1,0,2
56,Male,Houston,73.21,225,0,0,3
18,Male,Los Angeles,52.21,355,0,1,9
60,Female,Houston,94.58,92,1,1,4
46,Female,Los Angeles,52.17,302,0,0,5
20,Female,Miami,30.67,297,1,1,11
69,Female,New York,83.82,55,0,0,3
46,Female,Miami,79.18,161,1,0,3
42,Male,Chicago,91.07,294,1,0,8
64,Female,Houston,71.23,351,0,0,3
21,Female,Houston,42.55,349,0,1,4
63,Female,New York,38.2,272,0,0,6
31,Male,Miami,49.28,196,0,1,0
35,Female,Chicago,88.61,302,1,2,0
48,Female,Miami,66.64,220,0,0,5
48,Female,Miami,81.7,411,1,1,4
67,Female,Houston,34.98,309,1,1,7
30,Male,Miami,58.75,490,1,1,3
29,Male,Miami,93.51,282,1,1,6
49,Female,New York,51.29,78,1,0,2
56,Male,Houston,44.93,109,1,0,3
43,Male,Miami,43.47,407,1,1,6
39,Male,Chicago,75.75,493,0,0,10
25,Female,Los Angeles,96.75,107,0,0,7
18,Female,Miami,41.16,181,1,1,5
65,Female,Los Angeles,31.23,280,1,1,9
41,Male,Chicago,38.95,394,1,0,5
52,Female,Los Angeles,39.11,201,0,0,1
26,Male,Chicago,67.06,193,1,0,6
18,Male,Houston,61.52,464,1,1,4
26,Female,Miami,98.88,132,0,1,5
56,Female,Miami,95.01,390,1,0,8
38,Male,Los Angeles,48.33,394,0,1,6
35,Female,Los Angeles,94.28,206,0,1,4
43,Male,New York,87.08,406,1,1,6
37,Female,New York,48.42,266,0,1,5
45,Male,Chicago,67.43,488,0,0,7
70,Male,Chicago,95.37,139,0,1,7
44,Male,New York,59.68,149,0,1,6
26,Female,Los Angeles,86.34,312,0,0,11
41,Male,Chicago,40.62,189,0,1,1
29,Male,Chicago,77.69,248,0,1,6
61,Male,Los Angeles,44.32,272,1,2,0
66,Female,Chicago,89.36,461,1,0,4
45,Male,Miami,62.61,352,0,0,4
25,Male,Houston,92.49,203,1,0,8
55,Female,New York,50.56,418,0,0,1
36,Female,Houston,69.11,96,1,0,3
50,Male,New York,30.4,254,1,1,8
58,Male,Houston,41.04,265,1,1,0
52,Male,New York,94.24,222,1,2,0
54,Female,New York,95.81,65,1,1,9
28,Male,New York,68.75,128,1,1,1
40,Male,Los Angeles,36.6,467,0,1,0
32,Male,Houston,37.92,125,1,1,0
30,Female,Houston,31.85,481,1,0,1
39,Male,New York,65.87,475,0,0,10
68,Female,Chicago,96.74,499,0,0,7
63,Female,Chicago,41.58,126,0,0,8
20,Male,Los Angeles,56.45,220,0,0,1
47,Male,Houston,54.89,499,0,0,6
41,Female,Chicago,66.75,165,1,1,7
37,Female,Miami,63.69,377,1,0,9
23,Female,New York,90.04,63,0,0,10
28,Female,Los Angeles,72.48,191,0,0,7
24,Male,Chicago,61.49,52,1,2,0
43,Female,New York,84.49,454,0,0,6
37,Male,Miami,59.13,366,1,0,7
43,Female,Houston,49.93,276,0,1,7
57,Male,Miami,60.56,343,0,1,3
29,Male,Los Angeles,63.73,341,1,1,10
26,Female,Los Angeles,78.09,168,0,1,1
57,Female,Los Angeles,81.19,144,1,1,6
40,Female,Chicago,62.08,408,0,0,2
64,Female,Chicago,99.97,291,1,1,9
69,Female,Houston,53.59,96,0,0,1
61,Female,Miami,77.07,129,1,0,1
36,Male,New York,69.34,296,0,0,7
51,Male,Los Angeles,95.1,434,0,0,1
63,Female,Miami,87.96,72,1,1,4
20,Male,Chicago,91.65,336,0,1,8
39,Female,Chicago,91.11,177,0,0,4
70,Male,Chicago,63.84,298,1,2,0
21,Female,Miami,43.05,50,1,1,4
63,Male,Houston,75.28,232,1,1,10
35,Male,Los Angeles,64.8,230,1,1,0
34,Female,Los Angeles,94.23,179,0,0,4
20,Male,Miami,57.98,91,0,0,4
44,Female,Houston,89.89,107,1,2,0
29,Female,New York,76.92,456,1,1,7
54,Female,Miami,81.56,90,0,0,8
22,Female,Miami,30.93,414,1,1,2
56,Male,Chicago,89.63,454,0,0,3
25,Female,Chicago,72.04,238,0,1,11
50,Female,New York,60.51,268,0,1,9
40,Female,Chicago,55.78,185,0,1,11
38,Male,New York,70.41,207,1,0,7
35,Male,Chicago,72.05,241,1,0,11
37,Female,Los Angeles,35.44,326,0,1,3
50,Male,Chicago,91.78,295,1,1,7
48,Male,Houston,47.78,291,1,1,2
31,Male,Chicago,50.64,480,0,0,1
56,Male,Miami,80.38,317,1,0,1
61,Male,Chicago,79.16,56,1,2,0
26,Male,Chicago,96.47,434,0,1,0
57,Male,Chicago,73.72,95,1,1,11
20,Male,New York,68.46,478,1,1,4
46,Female,New York,62.68,477,0,1,2
55,Female,Los Angeles,70.28,161,0,1,3
39,Female,Chicago,39.65,266,1,1,1
36,Female,New York,52.8,182,0,0,5
46,Female,Houston,65.27,241,0,1,3
62,Male,Houston,33.22,104,1,0,10
23,Male,Los Angeles,44.44,374,1,1,2
33,Female,Houston,90.95,109,1,1,0
46,Female,Los Angeles,64.52,201,0,0,11
26,Male,Los Angeles,50.67,311,0,0,8
43,Female,Chicago,67.6,199,0,1,3
44,Female,Los Angeles,98.7,333,0,1,6
45,Male,Chicago,37.14,137,0,1,8
58,Female,Los Angeles,71.5,497,0,1,11
67,Female,Los Angeles,88.42,52,0,1,5
66,Female,Miami,35.98,482,1,0,1
65,Female,Los Angeles,77.75,80,1,0,9
39,Male,Miami,45.71,374,1,0,9
67,Male,Chicago,37.23,186,0,0,5
31,Male,Miami,87.26,122,0,2,0
43,Female,Houston,96.62,338,1,1,3
69,Male,Los Angeles,63.85,387,0,0,4
24,Male,Houston,68.54,169,1,1,9
30,Male,Los Angeles,59.04,150,1,1,1
66,Male,Chicago,53.54,283,1,0,5
18,Female,Houston,85.98,153,1,1,8
32,Female,Miami,35.69,444,0,0,2
27,Male,Los Angeles,50.91,143,0,1,3
51,Female,Miami,59.9,98,0,0,8
55,Female,Chicago,95.68,436,0,0,1
24,Male,New York,35.97,84,1,0,8
31,Male,Chicago,32.41,105,1,0,11
54,Female,Houston,50.76,108,1,1,7
30,Female,New York,97.55,313,0,1,0
38,Female,Houston,31.74,219,0,0,2
38,Female,Los Angeles,80.26,116,0,1,8
54,Female,Miami,57.25,248,1,0,9
66,Male,Los Angeles,59.95,428,1,0,1
62,Female,Miami,84.23,59,1,1,0
52,Male,Houston,49.92,256,0,0,7
65,Male,Miami,36.57,452,0,1,2
39,Male,New York,36.48,457,0,1,10
57,Female,Houston,87.15,133,1,1,9
31,Male,Miami,57.62,391,1,0,10
43,Male,Houston,74.84,389,0,0,4
